Symbol,Date,Open,Close,Retorno dia
ETH,2015-08-08 23:59:59,2.793760061264038,0.7533249855041504,-73.04
ETH,2015-08-09 23:59:59,0.7061359882354736,0.7018970251083374,-0.6
ETH,2015-08-10 23:59:59,0.7139890193939209,0.7084479928016663,-0.78
ETH,2015-08-11 23:59:59,0.7080870270729065,1.0678600072860718,50.81
ETH,2015-08-12 23:59:59,1.058750033378601,1.2174400091171265,14.99
ETH,2015-08-13 23:59:59,1.222239971160889,1.827669978141785,49.53
ETH,2015-08-14 23:59:59,1.810920000076294,1.8278700113296509,0.94
ETH,2015-08-15 23:59:59,1.802889943122864,1.6888999938964844,-6.32
ETH,2015-08-16 23:59:59,1.6843500137329102,1.5660300254821775,-7.02
ETH,2015-08-17 23:59:59,1.58118999004364,1.2036099433898926,-23.88
ETH,2015-08-18 23:59:59,1.2152999639511108,1.087049961090088,-10.55
ETH,2015-08-19 23:59:59,1.1669299602508545,1.2588599920272827,7.88
ETH,2015-08-20 23:59:59,1.2511800527572632,1.4649200439453125,17.08
ETH,2015-08-21 23:59:59,1.477519989013672,1.3952900171279907,-5.57
ETH,2015-08-22 23:59:59,1.396289944648743,1.37923002243042,-1.22
ETH,2015-08-23 23:59:59,1.375,1.3525899648666382,-1.63
ETH,2015-08-24 23:59:59,1.3455899953842163,1.2312699556350708,-8.5
ETH,2015-08-25 23:59:59,1.2286100387573242,1.1401900053024292,-7.2
ETH,2015-08-26 23:59:59,1.132789969444275,1.159980058670044,2.4
ETH,2015-08-27 23:59:59,1.1698100566864014,1.147699952125549,-1.89
ETH,2015-08-28 23:59:59,1.1476600170135498,1.1913800239562988,3.81
ETH,2015-08-29 23:59:59,1.1935299634933472,1.1825499534606934,-0.92
ETH,2015-08-30 23:59:59,1.1829899549484253,1.3192700147628784,11.52
ETH,2015-08-31 23:59:59,1.3213800191879272,1.358240008354187,2.79
ETH,2015-09-01 23:59:59,1.3534799814224243,1.3516099452972412,-0.14
ETH,2015-09-02 23:59:59,1.3515700101852417,1.2947900295257568,-4.2
ETH,2015-09-03 23:59:59,1.2951899766921997,1.264930009841919,-2.34
ETH,2015-09-04 23:59:59,1.264930009841919,1.2744100093841553,0.75
ETH,2015-09-05 23:59:59,1.28056001663208,1.3388099670410156,4.55
ETH,2015-09-06 23:59:59,1.3380099534988403,1.295830011367798,-3.15
ETH,2015-09-07 23:59:59,1.2958999872207642,1.246649980545044,-3.8
ETH,2015-09-08 23:59:59,1.246649980545044,1.2424299716949463,-0.34
ETH,2015-09-09 23:59:59,1.2393499612808228,1.2065099477767944,-2.65
ETH,2015-09-10 23:59:59,1.207610011100769,1.1657700538635254,-3.46
ETH,2015-09-11 23:59:59,1.16497004032135,0.9829779863357544,-15.62
ETH,2015-09-12 23:59:59,0.987227976322174,1.0387400388717651,5.22
ETH,2015-09-13 23:59:59,1.0417799949645996,0.936003029346466,-10.15
ETH,2015-09-14 23:59:59,0.9405660033226012,0.8756219744682312,-6.9
ETH,2015-09-15 23:59:59,0.8751890063285828,0.9444100260734558,7.91
ETH,2015-09-16 23:59:59,0.9419770240783693,0.9071750044822692,-3.69
ETH,2015-09-17 23:59:59,0.9068650007247924,0.8742309808731079,-3.6
ETH,2015-09-18 23:59:59,0.8745740056037903,0.8536850214004517,-2.39
ETH,2015-09-19 23:59:59,0.849602997303009,0.8823909759521484,3.86
ETH,2015-09-20 23:59:59,0.8811910152435303,0.938444972038269,6.5
ETH,2015-09-21 23:59:59,0.9414960145950316,0.9190469980239868,-2.38
ETH,2015-09-22 23:59:59,0.9193369746208192,0.9017959833145142,-1.91
ETH,2015-09-23 23:59:59,0.9035599827766418,0.8934059739112854,-1.12
ETH,2015-09-24 23:59:59,0.8967959880828857,0.8136100172996521,-9.28
ETH,2015-09-25 23:59:59,0.8200309872627258,0.7362229824066162,-10.22
ETH,2015-09-26 23:59:59,0.7376300096511841,0.7859640121459961,6.55
ETH,2015-09-27 23:59:59,0.7912769913673401,0.7208390235900879,-8.9
ETH,2015-09-28 23:59:59,0.7237150073051453,0.5828859806060791,-19.46
ETH,2015-09-29 23:59:59,0.5794140100479126,0.6611459851264954,14.11
ETH,2015-09-30 23:59:59,0.661191999912262,0.738644003868103,11.71
ETH,2015-10-01 23:59:59,0.7343069911003113,0.690214991569519,-6.0
ETH,2015-10-02 23:59:59,0.6837319731712341,0.6785740256309509,-0.75
ETH,2015-10-03 23:59:59,0.6787829995155334,0.6871709823608398,1.24
ETH,2015-10-04 23:59:59,0.6863430142402649,0.668379008769989,-2.62
ETH,2015-10-05 23:59:59,0.6667839884757996,0.6286429762840271,-5.72
ETH,2015-10-06 23:59:59,0.6222180128097534,0.6506450176239014,4.57
ETH,2015-10-07 23:59:59,0.6505150198936462,0.609387993812561,-6.32
ETH,2015-10-08 23:59:59,0.6095010042190552,0.6217160224914551,2.0
ETH,2015-10-09 23:59:59,0.6550840139389038,0.6506279706954956,-0.68
ETH,2015-10-10 23:59:59,0.6411870121955872,0.6278570294380188,-2.08
ETH,2015-10-11 23:59:59,0.6274610161781311,0.6349629759788513,1.2
ETH,2015-10-12 23:59:59,0.6345149874687195,0.6260300278663635,-1.34
ETH,2015-10-13 23:59:59,0.6279429793357849,0.6076549887657166,-3.23
ETH,2015-10-14 23:59:59,0.6122400164604187,0.5229679942131042,-14.58
ETH,2015-10-15 23:59:59,0.523277997970581,0.5618780255317688,7.38
ETH,2015-10-16 23:59:59,0.5625929832458496,0.5364949703216553,-4.64
ETH,2015-10-17 23:59:59,0.5341169834136963,0.5471779704093933,2.45
ETH,2015-10-18 23:59:59,0.5479130148887634,0.5177339911460876,-5.51
ETH,2015-10-19 23:59:59,0.5176209807395935,0.4890139997005462,-5.53
ETH,2015-10-20 23:59:59,0.4896290004253387,0.4348289966583252,-11.19
ETH,2015-10-21 23:59:59,0.4315890073776245,0.4473290145397186,3.65
ETH,2015-10-22 23:59:59,0.4449880123138428,0.5677019953727722,27.58
ETH,2015-10-23 23:59:59,0.5663700103759766,0.5396569967269897,-4.72
ETH,2015-10-24 23:59:59,0.5396810173988342,0.5635899901390076,4.43
ETH,2015-10-25 23:59:59,0.5632069706916809,0.616038978099823,9.38
ETH,2015-10-26 23:59:59,0.6197429895401001,0.7313169836997986,18.0
ETH,2015-10-27 23:59:59,0.7088900208473206,0.8696410059928894,22.68
ETH,2015-10-28 23:59:59,0.8709380030632019,1.0024800300598145,15.1
ETH,2015-10-29 23:59:59,1.0052499771118164,1.2066600322723389,20.04
ETH,2015-10-30 23:59:59,1.2092000246047974,1.04121994972229,-13.89
